Radars;Date;pdssr;pdpsr;pda;pdc;iva;ivc;fc;ft;mt;rng;azim;stat
EBSZ;30/08/2011 00:00;86,76;77,69;97,69;97,42;1,79;1,16;2,67;0,02;5,04;38,77;-0,01;
EBFS;30/08/2011 00:00;77,81;62,19;92,93;89,97;0,12;0,11;0,23;0;0,12;51,6;-0,67;
EBOS;30/08/2011 00:00;74,44;40,45;98,58;97,08;0;0,32;0,32;0;0,28;234,28;0,13;
EBGL;30/08/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;30/08/2011 00:00;73,28;60;96,06;95,76;0,02;0,05;0,06;0;0,07;-2,09;-0,04;
EBBE;30/08/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;31/08/2011 00:00;83,34;72,35;96,12;96,46;2,97;2,09;4,35;0,04;5,05;64,45;0,02;
EBFS;31/08/2011 00:00;71,38;57,04;91,84;89,81;0,2;0,25;0,42;0;0,26;31;-0,57;
EBOS;31/08/2011 00:00;66,97;35,91;98,58;96,69;0,04;0,42;0,45;0;0,89;223,74;0,2;
EBGL;31/08/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;31/08/2011 00:00;66,04;52,89;91,98;90,9;0,08;0,07;0,12;0;0,09;39,59;-0,02;
EBBE;31/08/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;01/09/2011 00:00;84,61;74,03;97,29;97,8;2,03;1,48;3,16;0;5,1;48,3;0,01;
EBFS;01/09/2011 00:00;78,92;60,37;92,66;91,71;0,12;0,13;0,24;0;0,04;65,13;-0,61;
EBOS;01/09/2011 00:00;67,71;35,94;98,89;99,01;0,03;0,27;0,29;0;0,22;267,43;0,12;
EBGL;01/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;01/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBE;01/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;02/09/2011 00:00;83,76;70,08;97,48;98,14;1,97;1,22;2,88;0,01;4,89;85,64;-0,01;
EBFS;02/09/2011 00:00;73,09;56,67;91,35;90,9;0,16;0,19;0,33;0;0,38;87,15;-0,64;
EBOS;02/09/2011 00:00;63,46;33,9;98,28;98,61;0;0,42;0,42;0;0,75;250,87;0,08;
EBGL;02/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;02/09/2011 00:00;66,65;48,46;94,43;93,88;0,07;0,07;0,13;0,01;0,1;35,27;-0,07;
EBBE;02/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;03/09/2011 00:00;73,51;57,91;97,02;96,27;2,15;1,58;3,28;0,01;4,74;85,83;-0,01;
EBFS;03/09/2011 00:00;71,84;54,68;89,23;86,65;0,14;0,16;0,29;0;0,35;5,74;-0,68;
EBOS;03/09/2011 00:00;61,13;33,73;97,31;93,98;0,09;0,42;0,5;0,03;0,85;241,23;0,1;
EBGL;03/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;03/09/2011 00:00;55,53;48,48;86,52;83,68;0,06;0,21;0,26;0;0,38;17,78;-0,09;
EBBE;03/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;04/09/2011 00:00;86,78;76,56;97,68;97,98;1,84;1,14;2,68;0,01;5,06;51,78;0,02;
EBFS;04/09/2011 00:00;82,79;64,11;93,79;92,26;0,16;0,16;0,32;0;0,18;51,77;-0,62;
EBOS;04/09/2011 00:00;71,13;34,19;98,2;97,73;0,01;0,44;0,46;0;0,25;247,18;0,2;
EBGL;04/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;04/09/2011 00:00;73,85;58,74;96,12;95,79;0,03;0,04;0,06;0;0,11;23,58;-0,05;
EBBE;04/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;05/09/2011 00:00;87,37;80,43;96,69;97,41;2,59;1,74;3,82;0,05;5;17,66;-0,01;
EBFS;05/09/2011 00:00;81,06;66,24;88,47;87,76;0,23;0,23;0,45;0;0,17;14,84;-0,6;
EBOS;05/09/2011 00:00;77,46;44,96;98,67;98,6;0,01;0,38;0,38;0;0,07;194,81;0,14;
EBGL;05/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;05/09/2011 00:00;80,03;66,12;94,21;94,02;0,05;0,06;0,1;0;0,44;-3,73;-0,07;
EBBE;05/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;06/09/2011 00:00;88,88;83,5;96,6;97,58;2,38;1,53;3,46;0,01;4,87;36,22;0,02;
EBFS;06/09/2011 00:00;86,84;67,81;93,25;92,82;0,16;0,16;0,3;0;0,08;140,47;-0,61;
EBOS;06/09/2011 00:00;80,11;41,66;98,6;98,76;0,03;0,53;0,55;0;0,06;260,12;0,2;
EBGL;06/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;06/09/2011 00:00;88,29;73,61;94,88;95,19;0,04;0,06;0,09;0;0,07;25,81;-0,02;
EBBE;06/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;07/09/2011 00:00;81,11;72,09;96,52;97,28;2,53;1,76;3,73;0,03;4,77;37,54;0,01;
EBFS;07/09/2011 00:00;66,36;;88,11;87,25;0,16;0,21;0,36;0,04;0,15;78,72;-0,71;
EBOS;07/09/2011 00:00;70,2;37,42;98,48;98,85;0,02;0,4;0,42;0;0,7;247,17;0,13;
EBGL;07/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;07/09/2011 00:00;66,78;51,13;92,41;91,85;0,02;0,17;0,19;0,01;0,2;34,42;-2,25;Restart Extractor ASR -Range and Northa Alignement
EBBE;07/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;08/09/2011 00:00;84,89;78,81;97,01;97,72;2,3;1,47;3,34;0,02;4,74;26,89;-0,02;
EBFS;08/09/2011 00:00;75,92;;93,67;92,44;0,13;0,11;0,23;0;0,03;125,48;-0,75;
EBOS;08/09/2011 00:00;77,77;44,97;98,42;98,3;0,01;0,43;0,43;0;0,06;267,38;0,1;
EBGL;08/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;08/09/2011 00:00;76,1;61,69;95,81;95,64;0,01;0,08;0,08;0;0,09;25,11;-2,26;
EBBE;08/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;09/09/2011 00:00;83,63;75,48;97,09;97,71;2,28;1,46;3,32;0,04;4,91;49,23;0;
EBSZ;10/09/2011 00:00;77,21;62,78;97,28;97,31;2,11;1,28;3,02;0,01;4,8;92,72;0;
EBSZ;11/09/2011 00:00;84,21;75,58;97,3;97,23;2,08;1,44;3,1;0,02;4,94;31,02;0,03;
EBFS;09/09/2011 00:00;67,63;;92;90,71;0,13;0,2;0,32;0,16;0,07;69,13;-0,75;
EBFS;10/09/2011 00:00;60,7;;89,25;87,74;0,12;0,18;0,29;0;0,63;33,09;-0,76;
EBFS;11/09/2011 00:00;67,32;;92,24;91,79;0,13;0,15;0,27;0,01;0,06;60;-0,72;
EBOS;09/09/2011 00:00;68,58;36,78;98,39;97,62;0,05;0,41;0,45;0;0,32;305,07;0,11;
EBOS;10/09/2011 00:00;59,66;31,81;97,59;94,38;0,05;0,42;0,43;0,03;1,11;219,96;0,15;
EBOS;11/09/2011 00:00;71,57;39,03;98,41;98,08;0,02;0,46;0,48;0;0,36;208,26;0,17;
EBGL;09/09/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;10/09/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;11/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;09/09/2011 00:00;70,61;56,52;94,82;94,2;0,04;0,19;0,22;0,08;0,1;72,82;-2,3;
EBBL;10/09/2011 00:00;51,36;36,49;94,52;91,62;0,02;0,16;0,18;0;0,19;157,35;-2,17;
EBBL;11/09/2011 00:00;66,49;51,12;95,85;94,98;0,02;0,13;0,14;0;0,23;-7,12;-2,26;
EBBE;09/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBE;10/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBE;11/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;12/09/2011 00:00;88,89;82,53;97,12;97,77;2,23;1,46;3,26;0,03;5,23;58,07;0,01;
EBGL;12/09/2011 00:00;;;;;;;;;;;;Maintenance
EBBE;12/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBL;12/09/2011 00:00;;62,05;;;;;;;;0,05;-0,13;
EBFS;12/09/2011 00:00;86,96;;92,3;91,94;0,13;0,17;0,29;0,02;0,06;102,49;-0,75;
EBOS;12/09/2011 00:00;80,61;46,26;98,67;98,91;0;0,26;0,26;0;0,1;345,69;0,14;
EBSZ;13/09/2011 00:00;86,15;75,87;96,99;97,43;1,96;1,32;2,91;0,01;8,9;53,94;-0,02;
EBSZ;14/09/2011 00:00;86,78;74,96;96,15;96,23;2,49;1,99;3,88;0,05;8,67;54,5;-0,06;
EBFS;13/09/2011 00:00;78,99;;92,33;89,85;0,12;0,19;0,3;0;0,06;110,76;-0,72;
EBFS;14/09/2011 00:00;62,54;;91,25;89,21;0,1;0,12;0,22;0;0,36;248,23;-0,75;
EBOS;13/09/2011 00:00;72,89;37,69;98,92;99;0,01;0,46;0,47;0;0,09;305,73;0,28;
EBOS;14/09/2011 00:00;69,12;38,96;97,37;96,7;0,02;0,54;0,55;0,07;1,14;215,07;0,1;
EBGL;13/09/2011 00:00;;;;;;;;;;;;Maintenance
EBGL;14/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;13/09/2011 00:00;77,05;56,21;94,55;94,22;0,05;0,09;0,13;0;0,04;14,1;-0,05;
EBBL;14/09/2011 00:00;76,25;57,23;93,06;92,1;0,1;0,08;0,16;0,09;0,05;18,43;-0,04;
EBSZ;15/09/2011 00:00;85,25;72,02;96,12;95,9;2,5;1,93;3,9;0,04;9,1;67,35;-0,06;
EBGL;15/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBE;13/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBE;14/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBE;15/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBL;15/09/2011 00:00;69,04;53,02;91,34;89,65;0,08;0,11;0,18;0,01;0,11;-5,56;-0,03;
EBFS;15/09/2011 00:00;76,06;64,28;86,73;84,38;0,22;0,2;0,41;0,02;0,44;-10,87;-0,6;
EBSZ;16/09/2011 00:00;81,83;70,29;97,45;97,74;1,97;1,43;3,12;0,05;4,83;65,87;0,04;
EBSZ;17/09/2011 00:00;85,49;76,04;97,92;98,18;1,56;0,97;2,32;0,01;5,15;48,61;0,03;
EBSZ;18/09/2011 00:00;86,96;77,46;97,54;97,81;1,96;1,25;2,86;0,02;4,81;21,07;0,03;
EBFS;16/09/2011 00:00;73,12;60,89;89,8;87;0,13;0,28;0,41;0;0,24;-46,93;-0,54;
EBFS;17/09/2011 00:00;76,44;68,52;93,33;91,68;0,17;0,18;0,34;0;0,18;-39,94;-0,62;
EBFS;18/09/2011 00:00;82,53;67,94;92,73;92,45;0,14;0,13;0,25;0,15;0,09;-50,75;-0,59;
EBOS;15/09/2011 00:00;65,78;35,21;98,38;97,57;0,05;0,46;0,5;0;0,84;228,07;0,17;
EBOS;16/09/2011 00:00;62,61;31,39;98,62;97,3;0,02;0,42;0,42;0;0,88;249,27;0,27;
EBOS;17/09/2011 00:00;70,89;39,84;98,5;97,44;0,02;0,52;0,54;0;0,22;214,8;0,23;
EBOS;18/09/2011 00:00;72,48;39,86;98,79;97,81;0,03;0,4;0,41;0;0,4;147,34;0,18;
EBGL;16/09/2011 00:00;64,91;79;96,07;94,13;0,09;2,73;2,8;0;0,11;27,65;0,03;
EBGL;17/09/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;18/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;16/09/2011 00:00;67,27;50,38;93,67;91,89;0,05;0,23;0,27;0;0,13;-24,32;0,13;
EBBL;17/09/2011 00:00;70,85;51,44;95,33;90,35;0,02;0,05;0,07;0,01;0,11;0,91;0,03;
EBBL;18/09/2011 00:00;77,54;58,96;93,71;91,68;0,03;0,07;0,08;0,03;0,09;-32,55;0,01;
EBBE;16/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBE;17/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBE;18/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;19/09/2011 00:00;84,89;76,19;96,87;97,4;2,42;1,74;3,68;0,04;5,16;40,05;-0,02;
EBFS;19/09/2011 00:00;81,87;68,4;90,77;89,77;0,17;0,19;0,34;0;0,14;-36,44;-0,63;
EBOS;19/09/2011 00:00;73,59;41,7;98,36;98,58;0,02;0,49;0,52;0;0,41;244,82;0,02;
EBGL;19/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;19/09/2011 00:00;78,55;61,76;93,26;92,41;0,06;0,14;0,18;0;0,08;-1,41;-0,08;
EBBE;19/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;20/09/2011 00:00;84,49;73,95;97,47;98,13;1,95;1,22;2,88;0,02;5,08;54,23;0,01;
EBFS;20/09/2011 00:00;68,32;50,26;90,69;88,24;0,19;0,24;0,38;0,01;31,07;26,3;-0,6;
EBOS;20/09/2011 00:00;69,52;35,4;98,11;98,28;0,04;0,55;0,58;0;0,76;276,13;0,12;
EBGL;20/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;20/09/2011 00:00;75,52;58,52;93,83;92,88;0,03;0,02;0,04;0;0,1;23,55;-0,02;
EBBE;20/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;21/09/2011 00:00;85,45;75,83;96,88;97,24;2,43;1,94;3,85;0,04;4,92;50,14;0,01;
EBGL;21/09/2011 00:00;70,1;84,22;95,61;92,88;0,1;3,58;3,67;0;0,12;41,52;0,01;
EBBE;21/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBL;21/09/2011 00:00;74,96;57,16;93,76;91,92;0,04;0,36;0,39;0;0,07;9,4;0,09;
EBFS;21/09/2011 00:00;75,8;61,16;89,91;88,32;0,21;0,35;0,54;0;0,17;-25,11;-0,58;
EBOS;21/09/2011 00:00;71,76;36,55;98,68;98,1;0,01;0,6;0,61;0;0,32;357,49;0;
EBSZ;22/09/2011 00:00;85,7;75,09;97,12;97,11;2,2;1,47;3,26;0,04;5,02;53,86;0,01;
EBFS;22/09/2011 00:00;83;68,9;90,74;88,93;0,17;0,17;0,32;0;0,3;11,07;-0,61;
EBOS;22/09/2011 00:00;70,33;38,57;98,59;95,86;0,03;0,4;0,42;0;0,59;228,91;0,11;
EBGL;22/09/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;22/09/2011 00:00;76,52;61,64;93,53;92,84;0,04;0,11;0,13;0;0,05;23,4;-0,05;
EBBE;22/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;23/09/2011 00:00;;;;;;;;;;;;Geen correcte gegevens: referentieradar Bertem out
EBSZ;24/09/2011 00:00;;;;;;;;;;;;Geen correcte gegevens: referentieradar Bertem out
EBSZ;25/09/2011 00:00;83,39;66,61;97,44;97,89;1,98;1,27;2,88;0,02;4,77;81,89;-0,02;
EBFS;23/09/2011 00:00;;;;;;;;;;;;Geen correcte gegevens: referentieradar Bertem out
EBFS;24/09/2011 00:00;;;;;;;;;;;;Geen correcte gegevens: referentieradar Bertem out
EBFS;25/09/2011 00:00;75,01;59,72;87,98;86,55;0,16;0,17;0,33;0,01;0,25;-50,56;-0,64;
EBOS;23/09/2011 00:00;;;;;;;;;;;;Geen correcte gegevens: referentieradar Bertem out
EBOS;24/09/2011 00:00;;;;;;;;;;;;Geen correcte gegevens: referentieradar Bertem out
EBOS;25/09/2011 00:00;;;;;;;;;;206;-0,22;Geen data
EBOS;;;;;;;;;;;;;
EBGL;23/09/2011 00:00;74,99;84,76;96,54;96,39;0,1;0,74;0,82;0;5,05;38,06;-0,07;
EBGL;24/09/2011 00:00;66,47;77,16;96,43;95,93;0,11;0,3;0,4;0,01;16,67;31,55;0,01;
EBGL;25/09/2011 00:00;64,2;82,84;95,43;95,12;0,11;0,2;0,28;0;0,94;37,22;-0,03;
EBBL;23/09/2011 00:00;;;;;;;;;;;;Geen correcte gegevens: referentieradar Bertem out
EBBL;24/09/2011 00:00;;;;;;;;;;;;Geen correcte gegevens: referentieradar Bertem out
EBBL;25/09/2011 00:00;60,83;43,05;92,39;88,82;0,04;0,08;0,11;0,01;0,16;25,64;-0,07;
EBBE;23/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBE;24/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBE;25/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;26/09/2011 00:00;;;;;;;;;;;;Geen data: Upgrade radar
EBSZ;27/09/2011 00:00;;;;;;;;;;;;Geen data: Upgrade radar
EBFS;26/09/2011 00:00;81,84;46,75;88,63;87,56;0,16;0,27;0,41;0,01;0,23;-9,64;-0,65;
EBFS;27/09/2011 00:00;81,82;44,42;89,66;89,43;0,13;0,24;0,36;0,01;0,62;-13,73;-0,67;
EBOS;26/09/2011 00:00;;40,13;;;;;;;;287,66;-0,23;Geen PSR data
EBOS;27/09/2011 00:00;72;36,42;98,19;98,42;0;0,3;0,3;0,03;0,44;305,86;-0,13;
EBGL;26/09/2011 00:00;;;;;;;;;;;;Geen correcte data
EBGL;27/09/2011 00:00;72,89;86,26;95,7;96,53;0,13;0,19;0,3;0;49,08;63,54;0;
EBBL;26/09/2011 00:00;77,08;60,35;92,63;92,11;0,05;0,27;0,31;0,01;0,26;25,16;-0,07;
EBBL;27/09/2011 00:00;75,15;56,98;91,81;91,88;0,04;0,09;0,12;0,03;0,07;46,77;-0,07;
EBSZ;28/09/2011 00:00;;;;;;;;;;;;Geen data: Upgrade radar
EBSZ;29/09/2011 00:00;;;;;;;;;;;;Geen data: Upgrade radar
EBGL;28/09/2011 00:00;;;;;;;;;;;;Geen correcte data
EBGL;29/09/2011 00:00;;;;;;;;;;;;Geen correcte data
EBBE;26/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBE;27/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBE;28/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBE;29/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBL;28/09/2011 00:00;55,4;40,55;93,86;93,92;0,03;0,04;0,06;0,01;0,11;-12,07;-0,03;
EBBL;29/09/2011 00:00;76,74;57,12;93,07;91,88;0,02;0,05;0,07;0,03;0,1;4,85;-0,09;
EBFS;28/09/2011 00:00;55,1;43,94;89,22;88,41;0,17;0,2;0,34;0;0,36;-116,49;-0,67;
EBFS;29/09/2011 00:00;79,29;59,67;90,92;89,32;0,14;0,16;0,28;0,07;0,42;-13,25;-0,62;
EBOS;28/09/2011 00:00;66,11;30,43;98,23;97,83;0;0,51;0,51;0;0,65;334,48;0,11;
EBOS;29/09/2011 00:00;79,29;59,67;90,92;89,32;0,14;0,16;0,28;0,07;0,42;-13,25;-0,62;
EBSZ;30/09/2011 00:00;;;;;;;;;;;;Geen data: Upgrade radar
EBSZ;01/10/2011 00:00;;;;;;;;;;;;Geen data: Upgrade radar
EBSZ;02/10/2011 00:00;;;;;;;;;;;;Geen data: Upgrade radar
EBFS;30/09/2011 00:00;78,32;58,74;89,82;88,29;0,18;0,16;0,32;0,01;0,21;9,16;-0,63;
EBFS;01/10/2011 00:00;74,65;55,7;87,93;83,99;0,17;0,27;0,42;0,03;0,48;-20,36;-0,69;
EBFS;02/10/2011 00:00;75,8;54,92;86,99;85,04;0,19;0,32;0,49;0;0,34;-49,18;-0,63;
EBOS;30/09/2011 00:00;71,64;36,81;98,19;97,77;0,02;0,35;0,35;0;0,94;275,2;0,09;
EBOS;01/10/2011 00:00;64,72;32,41;96,85;95,77;0,06;0,4;0,42;0,01;1,94;254,36;0,1;
EBOS;02/10/2011 00:00;64,61;24,96;97,18;93,23;0,06;0,43;0,49;0;1,93;274,64;0,14;
EBGL;30/09/2011 00:00;;;;;;;;;;;;Geen correcte data
EBGL;01/10/2011 00:00;;;;;;;;;;;;Geen correcte data
EBGL;02/10/2011 00:00;66,48;83,97;96,12;93,21;0,09;3,17;3,25;0;0,13;39,23;0;
EBBL;30/09/2011 00:00;69,98;46,96;92,4;89,93;0,18;0,12;0,27;0,06;0,18;39,55;-0,09;
EBBL;01/10/2011 00:00;60,21;41,87;92,16;88,45;0,05;0,11;0,14;0;0,2;36,94;-0,07;
EBBL;02/10/2011 00:00;62,77;42,86;93,22;90,64;0,04;0,3;0,34;0,05;0,12;38,24;-0,03;
EBBE;30/09/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBE;01/10/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBE;02/10/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBSZ;03/10/2011 00:00;;;;;;;;;;;;Geen data: onderhoud
EBGL;03/10/2011 00:00;68,57;85,21;96,22;91,81;0,09;5,03;5,09;0;0,14;47,4;0;
EBBE;03/10/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBL;03/10/2011 00:00;69,92;51,3;93,88;92,9;0,06;0,53;0,58;0,01;0,13;4,58;-0,06;
EBFS;03/10/2011 00:00;79,25;61,87;89,95;87,95;0,13;0,36;0,48;0,04;0,24;-25,89;-0,63;
EBOS;03/10/2011 00:00;74,73;39,56;98,57;97,93;0,05;0,4;0,42;0;0,65;269,38;0,14;
EBSZ;04/10/2011 00:00;;;;;;;;;;;;Geen data: onderhoud
EBFS;04/10/2011 00:00;83,79;60,97;86,5;86,69;0,13;0,2;0,33;0,02;0,09;71,32;-0,69;
EBOS;04/10/2011 00:00;78,84;40,15;98,37;99,01;0,03;0,32;0,34;0;0,55;287,2;0,14;
EBGL;04/10/2011 00:00;71,47;84,57;96,44;96,05;0,07;0,98;1,04;0;0,11;37,34;-0,01;
EBBL;04/10/2011 00:00;83,88;68,33;94,7;94,49;0,05;0,19;0,22;0,01;0,01;22,7;-0,02;
EBBE;04/10/2011 00:00;57,61;53,12;94,87;94,88;0,03;0,15;0,18;0,01;0,06;69,08;0,32;
EBSZ;05/10/2011 00:00;;;;;;;;;;;;Geen data: onderhoud
EBGL;05/10/2011 00:00;73,33;83,79;95,13;95,49;0,28;0,25;0,48;0;1,01;26,69;-0,01;
EBBE;05/10/2011 00:00;55,69;50,33;88,55;88,84;0,08;0,1;0,18;0,12;0,38;17,36;0,55;
EBBL;05/10/2011 00:00;72,63;54,72;93,11;92,64;0,06;0,09;0,15;0,08;0,15;16,39;0;
EBFS;05/10/2011 00:00;83,5;59,12;85,09;83,99;0,19;0,24;0,42;0,05;0,32;-35,85;-0,69;
EBOS;05/10/2011 00:00;75,23;41,59;97,96;98,7;0,03;0,34;0,36;0;0,64;258,53;0,14;
EBSZ;06/10/2011 00:00;;;;;;;;;;;;Geen data: onderhoud
EBFS;06/10/2011 00:00;;;;;;;;;;;;Geen correcte gegevens: referentieradar Bertem out
EBOS;06/10/2011 00:00;;;;;;;;;;;;Geen correcte gegevens: referentieradar Bertem out
EBGL;06/10/2011 00:00;79,73;89,21;96,42;96,62;0,17;0,68;0,82;0;3,69;4,84;-0,07;
EBBL;06/10/2011 00:00;;;;;;;;;;;;Geen correcte gegevens: referentieradar Bertem out
EBBE;06/10/2011 00:00;;;;;;;;;;;;Geen correcte gegevens: referentieradar Bertem out
EBSZ;07/10/2011 00:00;88,56;79,72;97,71;98,24;1,84;1,12;2,65;0,01;4,76;13,29;0,01;
EBSZ;08/10/2011 00:00;87,87;80,12;98,13;98,74;1,48;0,79;2,03;0,01;5,1;17,17;0,02;
EBSZ;09/10/2011 00:00;90,22;84,15;97,5;98,31;2,04;1,19;2,79;0;4,76;38,97;-0,01;
EBFS;07/10/2011 00:00;86,34;67,83;90,41;90,01;0,15;0,24;0,39;0,01;0,13;-72,96;-0,67;
EBFS;08/10/2011 00:00;86,9;66,73;92,69;92,22;0,17;0,15;0,3;0;0,23;2,33;-0,6;
EBFS;09/10/2011 00:00;90,41;72,85;90,89;91,37;0,17;0,15;0,31;0;0,1;62,72;-0,58;
EBOS;07/10/2011 00:00;76,23;42,88;98,57;98,06;0,01;0,31;0,32;0;0,42;189,22;0,15;
EBOS;08/10/2011 00:00;73,25;37,72;98,71;99,2;0,05;0,31;0,35;0;0,24;211,34;0,18;
EBOS;09/10/2011 00:00;78,91;43,25;97,96;98,37;0,04;0,53;0,56;0;0,05;283,5;0,09;
EBGL;07/10/2011 00:00;70,95;88,33;96,41;97,15;0,08;0,12;0,19;0;0,08;12,76;-0,03;
EBGL;08/10/2011 00:00;71,81;88,03;96,61;97,08;0,1;0,14;0,22;0;0,09;18,71;0;
EBGL;09/10/2011 00:00;74,05;90,28;96,29;97,01;0,09;0,17;0,25;0;0,1;37,33;-0,04;
EBBL;07/10/2011 00:00;79,66;65,13;94,81;95,12;0,06;0,04;0,1;0;0,03;-22,61;-0,02;
EBBL;08/10/2011 00:00;81,25;64,45;96,56;95,02;0,05;0,09;0,11;0;0,05;4,97;0;
EBBL;09/10/2011 00:00;92,37;77,88;96,1;96,2;0,02;0,04;0,06;0;0,04;56,4;-0,05;
EBBE;07/10/2011 00:00;66,32;58,98;93,3;93,26;0,05;0,07;0,1;0;0,12;59,17;-0,01;
EBBE;08/10/2011 00:00;62,03;53,61;95,66;95,76;0,04;0,07;0,1;0;0,12;85,9;0,05;
EBBE;09/10/2011 00:00;76,56;64,8;95,41;95,49;0,02;0,04;0,05;0;0,01;88,27;0,01;
EBSZ;10/10/2011 00:00;86,71;78,88;97,2;97,59;2,16;1,47;3,22;0,05;5,1;57,12;-0,03;
EBGL;10/10/2011 00:00;69,68;84,22;96,22;96,87;0,12;0,17;0,26;0;0,1;39,53;-0,06;
EBBE;10/10/2011 00:00;59,97;53,25;94,13;94,09;0,03;0,06;0,08;0,03;0,07;110,17;-0,05;
EBBL;10/10/2011 00:00;81,08;65,1;93,55;93,48;0,11;0,12;0,19;0,02;0,15;45,86;-0,09;
EBFS;10/10/2011 00:00;86,47;68,73;89,6;90,22;0,14;0,13;0,26;0,07;0,1;21,51;-0,63;
EBOS;10/10/2011 00:00;73,29;39,52;98,88;99,41;0,02;0,34;0,35;0;0,07;326,24;0,1;
EBSZ;11/10/2011 00:00;88,02;78,51;96,83;97,67;2,5;1,62;3,61;0,05;5,23;52,59;-0,01;
EBFS;11/10/2011 00:00;87,33;66,25;87,11;87,15;0,15;0,21;0,35;0,02;0,19;-32,48;-0,65;
EBOS;11/10/2011 00:00;74,62;38;98,61;99,1;0;0,25;0,25;0;0,23;218,3;-0,01;
EBGL;11/10/2011 00:00;71,74;86,35;96,27;97;0,09;0,16;0,24;0;0,1;40,64;-0,05;
EBBL;11/10/2011 00:00;84,23;69,93;93,95;93,92;0,05;0,05;0,1;0,07;0,04;30,88;-0,09;
EBBE;11/10/2011 00:00;64,68;56,76;94,22;94,2;0,02;0,08;0,1;0,03;0,04;91,93;-0,04;
EBSZ;12/10/2011 00:00;86,82;80,43;97,07;97,98;2,34;1,41;3,27;0,04;5,04;28,73;-0,04;
